ACTION QUERY 10000 10 human stampede
ACTION SNIPPET 10000 4445 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 4448 SNIPPET_RELEVANT b'1310123'
ACTION DOC 10000 4468 EXAMINING_DOCUMENT b'1310123'
ACTION MARK 10000 4471 CONSIDERED_RELEVANT b'1310123'
ACTION SNIPPET 10000 4474 SEEN_PREVIOUSLY b'1467232'
ACTION SNIPPET 10000 4477 SEEN_PREVIOUSLY b'1467342'
ACTION SNIPPET 10000 4480 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 4483 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 4486 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 4489 SNIPPET_NOT_RELEVANT b'1700298'
ACTION SNIPPET 10000 4492 SNIPPET_RELEVANT b'240768'
ACTION DOC 10000 4512 EXAMINING_DOCUMENT b'240768'
ACTION MARK 10000 4515 CONSIDERED_RELEVANT b'240768'
ACTION SNIPPET 10000 4518 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 4521 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 4524 SEEN_PREVIOUSLY b'1556632'
ACTION SNIPPET 10000 4527 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 4530 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 4533 SNIPPET_NOT_RELEVANT b'1655633'
ACTION SNIPPET 10000 4536 SNIPPET_NOT_RELEVANT b'720228'
ACTION SNIPPET 10000 4539 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 4542 SNIPPET_NOT_RELEVANT b'423054'
ACTION SNIPPET 10000 4545 SNIPPET_NOT_RELEVANT b'714938'
ACTION SNIPPET 10000 4548 SNIPPET_NOT_RELEVANT b'714937'
ACTION SNIPPET 10000 4551 SNIPPET_NOT_RELEVANT b'551177'
ACTION SNIPPET 10000 4554 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 4557 SNIPPET_RELEVANT b'206488'
ACTION DOC 10000 4577 EXAMINING_DOCUMENT b'206488'
ACTION SNIPPET 10000 4580 SNIPPET_NOT_RELEVANT b'1641562'
ACTION SNIPPET 10000 4583 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 4586 SNIPPET_RELEVANT b'734408'
ACTION DOC 10000 4606 EXAMINING_DOCUMENT b'734408'
ACTION SNIPPET 10000 4609 SNIPPET_NOT_RELEVANT b'734409'
ACTION SNIPPET 10000 4612 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 4615 SNIPPET_RELEVANT b'244381'
ACTION DOC 10000 4635 EXAMINING_DOCUMENT b'244381'
ACTION QUERY 10000 4645 How to prevent human stampedes at concerts?
ACTION SERP 10000 4650 EXAMINE_SERP
ACTION SNIPPET 10000 4653 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 4656 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 4659 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 4662 SEEN_PREVIOUSLY b'1127188'
ACTION SNIPPET 10000 4665 SEEN_PREVIOUSLY b'498021'
ACTION SNIPPET 10000 4668 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 4671 SNIPPET_NOT_RELEVANT b'774042'
ACTION SNIPPET 10000 4674 SNIPPET_NOT_RELEVANT b'1405180'
ACTION SNIPPET 10000 4677 SNIPPET_RELEVANT b'497143'
ACTION DOC 10000 4697 EXAMINING_DOCUMENT b'497143'
ACTION SNIPPET 10000 4700 SEEN_PREVIOUSLY b'498327'
ACTION SNIPPET 10000 4703 SNIPPET_RELEVANT b'1042217'
ACTION DOC 10000 4723 EXAMINING_DOCUMENT b'1042217'
ACTION SNIPPET 10000 4726 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 4729 SEEN_PREVIOUSLY b'1076546'
ACTION SNIPPET 10000 4732 SNIPPET_NOT_RELEVANT b'860894'
ACTION SNIPPET 10000 4735 SNIPPET_NOT_RELEVANT b'176435'
ACTION SNIPPET 10000 4738 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 4741 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 4744 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 4747 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 4750 SNIPPET_NOT_RELEVANT b'158951'
ACTION SNIPPET 10000 4753 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 4756 SEEN_PREVIOUSLY b'1789645'
ACTION QUERY 10000 4766 The science behind human stampedes
ACTION SERP 10000 4771 EXAMINE_SERP
ACTION SNIPPET 10000 4774 SEEN_PREVIOUSLY b'1199011'
ACTION SNIPPET 10000 4777 SEEN_PREVIOUSLY b'1183597'
ACTION SNIPPET 10000 4780 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 4783 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 4786 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 4789 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 4792 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 4795 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 4798 SNIPPET_NOT_RELEVANT b'1716819'
ACTION SNIPPET 10000 4801 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 4804 SNIPPET_NOT_RELEVANT b'1242914'
ACTION SNIPPET 10000 4807 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 4810 SEEN_PREVIOUSLY b'856210'
ACTION SNIPPET 10000 4813 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 4816 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 4819 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 4822 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 4825 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 4828 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 4831 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 4834 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 4837 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 4840 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 4843 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 4846 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 4849 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 4852 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 4855 SNIPPET_NOT_RELEVANT b'310048'
ACTION SNIPPET 10000 4858 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 4861 SEEN_PREVIOUSLY b'1393201'
ACTION SNIPPET 10000 4864 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 4867 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 4870 SNIPPET_NOT_RELEVANT b'1238100'
ACTION SNIPPET 10000 4873 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 4876 SEEN_PREVIOUSLY b'1627493'
ACTION QUERY 10000 4886 Human stampedes at sports events
ACTION SERP 10000 4891 EXAMINE_SERP
ACTION SNIPPET 10000 4894 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 4897 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 4900 SEEN_PREVIOUSLY b'1285268'
ACTION SNIPPET 10000 4903 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 4906 SEEN_PREVIOUSLY b'1285060'
ACTION SNIPPET 10000 4909 SEEN_PREVIOUSLY b'1310123'
ACTION SNIPPET 10000 4912 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 4915 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 4918 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 4921 SEEN_PREVIOUSLY b'240768'
ACTION SNIPPET 10000 4924 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 4927 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 4930 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 4933 SNIPPET_NOT_RELEVANT b'667161'
ACTION SNIPPET 10000 4936 SEEN_PREVIOUSLY b'367335'
ACTION SNIPPET 10000 4939 SEEN_PREVIOUSLY b'1076546'
ACTION SNIPPET 10000 4942 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 4945 SNIPPET_NOT_RELEVANT b'148483'
ACTION SNIPPET 10000 4948 SNIPPET_NOT_RELEVANT b'506392'
ACTION SNIPPET 10000 4951 SNIPPET_RELEVANT b'769699'
ACTION DOC 10000 4971 EXAMINING_DOCUMENT b'769699'
ACTION SNIPPET 10000 4974 SEEN_PREVIOUSLY b'497258'
ACTION SNIPPET 10000 4977 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 4980 SEEN_PREVIOUSLY b'501017'
ACTION SNIPPET 10000 4983 SNIPPET_NOT_RELEVANT b'939668'
ACTION SNIPPET 10000 4986 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 4989 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 4992 SNIPPET_NOT_RELEVANT b'436636'
ACTION SNIPPET 10000 4995 SNIPPET_RELEVANT b'1041625'
ACTION DOC 10000 5015 EXAMINING_DOCUMENT b'1041625'
ACTION QUERY 10000 5025 Historical human stampedes
ACTION SERP 10000 5030 EXAMINE_SERP
ACTION SNIPPET 10000 5033 SNIPPET_RELEVANT b'461943'
ACTION DOC 10000 5053 EXAMINING_DOCUMENT b'461943'
ACTION SNIPPET 10000 5056 SEEN_PREVIOUSLY b'1467232'
ACTION SNIPPET 10000 5059 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 5062 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 5065 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 5068 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 5071 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 5074 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 5077 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 5080 SNIPPET_NOT_RELEVANT b'121675'
ACTION SNIPPET 10000 5083 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 5086 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 5089 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 5092 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 5095 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 5098 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 5101 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 5104 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 5107 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 5110 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 5113 SNIPPET_NOT_RELEVANT b'212118'
ACTION SNIPPET 10000 5116 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 5119 SEEN_PREVIOUSLY b'769699'
ACTION SNIPPET 10000 5122 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 5125 SEEN_PREVIOUSLY b'730671'
ACTION SNIPPET 10000 5128 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 5131 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 5134 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 5137 SNIPPET_RELEVANT b'375728'
ACTION DOC 10000 5157 EXAMINING_DOCUMENT b'375728'
ACTION QUERY 10000 5167 Investigating human stampedes
ACTION SERP 10000 5172 EXAMINE_SERP
ACTION SNIPPET 10000 5175 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 5178 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 5181 SEEN_PREVIOUSLY b'729078'
ACTION SNIPPET 10000 5184 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 5187 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 5190 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 5193 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 5196 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 5199 SNIPPET_RELEVANT b'729914'
ACTION DOC 10000 5219 EXAMINING_DOCUMENT b'729914'
ACTION MARK 10000 5222 CONSIDERED_RELEVANT b'729914'
ACTION SNIPPET 10000 5225 SEEN_PREVIOUSLY b'501017'
ACTION SNIPPET 10000 5228 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 5231 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 5234 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 5237 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 5240 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 5243 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 5246 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 5249 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 5252 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 5255 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 5258 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 5261 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 5264 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 5267 SNIPPET_RELEVANT b'1292130'
ACTION DOC 10000 5287 EXAMINING_DOCUMENT b'1292130'
ACTION SNIPPET 10000 5290 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 5293 SNIPPET_RELEVANT b'856586'
ACTION DOC 10000 5313 EXAMINING_DOCUMENT b'856586'
ACTION MARK 10000 5316 CONSIDERED_RELEVANT b'856586'
ACTION SNIPPET 10000 5319 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 5322 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 5325 SNIPPET_RELEVANT b'1158701'
ACTION DOC 10000 5345 EXAMINING_DOCUMENT b'1158701'
ACTION SNIPPET 10000 5348 SEEN_PREVIOUSLY b'1573812'
ACTION SNIPPET 10000 5351 SNIPPET_RELEVANT b'1467518'
ACTION DOC 10000 5371 EXAMINING_DOCUMENT b'1467518'
ACTION MARK 10000 5374 CONSIDERED_RELEVANT b'1467518'
ACTION SNIPPET 10000 5377 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 5380 SEEN_PREVIOUSLY b'1285268'
ACTION SNIPPET 10000 5383 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 5386 SEEN_PREVIOUSLY b'204418'
ACTION SNIPPET 10000 5389 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 5392 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 5395 SEEN_PREVIOUSLY b'1466129'
ACTION SNIPPET 10000 5398 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 5401 SEEN_PREVIOUSLY b'748718'
ACTION SNIPPET 10000 5404 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 5407 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 5410 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 5413 SEEN_PREVIOUSLY b'497258'
ACTION SNIPPET 10000 5416 SNIPPET_NOT_RELEVANT b'1476286'
ACTION SNIPPET 10000 5419 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 5422 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 5425 SEEN_PREVIOUSLY b'155121'
ACTION SNIPPET 10000 5428 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 5431 SNIPPET_NOT_RELEVANT b'1466168'
ACTION SNIPPET 10000 5434 SNIPPET_NOT_RELEVANT b'1111044'
ACTION SNIPPET 10000 5437 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 5440 SNIPPET_NOT_RELEVANT b'1533909'
ACTION SNIPPET 10000 5443 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 5446 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 5449 SEEN_PREVIOUSLY b'122234'
ACTION SNIPPET 10000 5452 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 5455 SEEN_PREVIOUSLY b'497598'
ACTION SNIPPET 10000 5458 SEEN_PREVIOUSLY b'1061863'
ACTION SNIPPET 10000 5461 SEEN_PREVIOUSLY b'1393201'
ACTION SNIPPET 10000 5464 SEEN_PREVIOUSLY b'1627493'
ACTION SNIPPET 10000 5467 SEEN_PREVIOUSLY b'375728'
ACTION SNIPPET 10000 5470 SEEN_PREVIOUSLY b'1731636'
ACTION SNIPPET 10000 5473 SNIPPET_RELEVANT b'1737053'
ACTION DOC 10000 5493 EXAMINING_DOCUMENT b'1737053'
ACTION MARK 10000 5496 CONSIDERED_RELEVANT b'1737053'
ACTION SNIPPET 10000 5499 SEEN_PREVIOUSLY b'1315862'
ACTION SNIPPET 10000 5502 SEEN_PREVIOUSLY b'580202'
ACTION SNIPPET 10000 5505 SNIPPET_RELEVANT b'499916'
ACTION DOC 10000 5525 EXAMINING_DOCUMENT b'499916'
ACTION SNIPPET 10000 5528 SNIPPET_RELEVANT b'1345536'
ACTION DOC 10000 5548 EXAMINING_DOCUMENT b'1345536'
ACTION SNIPPET 10000 5551 SEEN_PREVIOUSLY b'1644967'
ACTION SNIPPET 10000 5554 SEEN_PREVIOUSLY b'681253'
ACTION SNIPPET 10000 5557 SNIPPET_NOT_RELEVANT b'121675'
ACTION SNIPPET 10000 5560 SEEN_PREVIOUSLY b'1199011'
ACTION SNIPPET 10000 5563 SNIPPET_NOT_RELEVANT b'1802008'
ACTION SNIPPET 10000 5566 SNIPPET_RELEVANT b'943322'
ACTION DOC 10000 5586 EXAMINING_DOCUMENT b'943322'
ACTION SNIPPET 10000 5589 SEEN_PREVIOUSLY b'1019081'
ACTION SNIPPET 10000 5592 SEEN_PREVIOUSLY b'1426186'
ACTION SNIPPET 10000 5595 SNIPPET_RELEVANT b'1009032'
ACTION DOC 10000 5615 EXAMINING_DOCUMENT b'1009032'
ACTION QUERY 10000 5625 How can technology prevent human stampedes?
ACTION SERP 10000 5630 EXAMINE_SERP
ACTION SNIPPET 10000 5633 SEEN_PREVIOUSLY b'1183597'
ACTION SNIPPET 10000 5636 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 5639 SNIPPET_NOT_RELEVANT b'832870'
ACTION SNIPPET 10000 5642 SNIPPET_RELEVANT b'1515974'
ACTION DOC 10000 5662 EXAMINING_DOCUMENT b'1515974'
ACTION SNIPPET 10000 5665 SNIPPET_RELEVANT b'36591'
ACTION DOC 10000 5685 EXAMINING_DOCUMENT b'36591'
ACTION SNIPPET 10000 5688 SNIPPET_RELEVANT b'142065'
ACTION DOC 10000 5708 EXAMINING_DOCUMENT b'142065'
ACTION SNIPPET 10000 5711 SNIPPET_RELEVANT b'1127435'
ACTION DOC 10000 5731 EXAMINING_DOCUMENT b'1127435'
ACTION SNIPPET 10000 5734 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 5737 SEEN_PREVIOUSLY b'1731810'
ACTION QUERY 10000 5747 Factors that can trigger a human stampede
ACTION SERP 10000 5752 EXAMINE_SERP
ACTION SNIPPET 10000 5755 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 5758 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 5761 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 5764 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 5767 SEEN_PREVIOUSLY b'501017'
ACTION SNIPPET 10000 5770 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 5773 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 5776 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 5779 SNIPPET_RELEVANT b'360726'
ACTION DOC 10000 5799 EXAMINING_DOCUMENT b'360726'
ACTION SNIPPET 10000 5802 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 5805 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 5808 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 5811 SNIPPET_RELEVANT b'866588'
ACTION DOC 10000 5831 EXAMINING_DOCUMENT b'866588'
ACTION SNIPPET 10000 5834 SNIPPET_NOT_RELEVANT b'160749'
ACTION SNIPPET 10000 5837 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 5840 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 5843 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 5846 SNIPPET_NOT_RELEVANT b'26279'
ACTION SNIPPET 10000 5849 SNIPPET_RELEVANT b'434486'
ACTION DOC 10000 5869 EXAMINING_DOCUMENT b'434486'
ACTION QUERY 10000 5879 Human stampedes and urban planning
ACTION SERP 10000 5884 EXAMINE_SERP
ACTION SNIPPET 10000 5887 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 5890 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 5893 SNIPPET_RELEVANT b'901780'
ACTION DOC 10000 5913 EXAMINING_DOCUMENT b'901780'
ACTION SNIPPET 10000 5916 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 5919 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 5922 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 5925 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 5928 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 5931 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 5934 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 5937 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 5940 SNIPPET_NOT_RELEVANT b'330560'
ACTION SNIPPET 10000 5943 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 5946 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 5949 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 5952 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 5955 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 5958 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 5961 SNIPPET_RELEVANT b'1077494'
ACTION DOC 10000 5981 EXAMINING_DOCUMENT b'1077494'
ACTION SNIPPET 10000 5984 SNIPPET_RELEVANT b'1450252'
ACTION DOC 10000 6004 EXAMINING_DOCUMENT b'1450252'
ACTION QUERY 10000 6014 Human stampede survival tips
ACTION SERP 10000 6019 EXAMINE_SERP
ACTION SNIPPET 10000 6022 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 6025 SEEN_PREVIOUSLY b'1477242'
ACTION SNIPPET 10000 6028 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 6031 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6034 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 6037 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 6040 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 6043 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6046 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 6049 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 6052 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 6055 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 6058 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 6061 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 6064 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 6067 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 6070 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 6073 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 6076 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 6079 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 6082 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 6085 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 6088 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 6091 SEEN_PREVIOUSLY b'1547011'
ACTION SNIPPET 10000 6094 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 6097 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 6100 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 6103 SEEN_PREVIOUSLY b'1061863'
ACTION SNIPPET 10000 6106 SNIPPET_NOT_RELEVANT b'358128'
ACTION SNIPPET 10000 6109 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 6112 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 6115 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 6118 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 6121 SEEN_PREVIOUSLY b'122234'
ACTION SNIPPET 10000 6124 SEEN_PREVIOUSLY b'1183597'
ACTION QUERY 10000 6134 Human stampedes in religious gatherings
ACTION SERP 10000 6139 EXAMINE_SERP
ACTION SNIPPET 10000 6142 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 6145 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6148 SNIPPET_NOT_RELEVANT b'1753908'
ACTION SNIPPET 10000 6151 SNIPPET_NOT_RELEVANT b'423054'
ACTION SNIPPET 10000 6154 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 6157 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6160 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 6163 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 6166 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 6169 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 6172 SNIPPET_NOT_RELEVANT b'3275'
ACTION SNIPPET 10000 6175 SNIPPET_RELEVANT b'3275'
ACTION DOC 10000 6195 EXAMINING_DOCUMENT b'3275'
ACTION SNIPPET 10000 6198 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 6201 SNIPPET_RELEVANT b'1441803'
ACTION DOC 10000 6221 EXAMINING_DOCUMENT b'1441803'
ACTION SNIPPET 10000 6224 SEEN_PREVIOUSLY b'1556632'
ACTION SNIPPET 10000 6227 SNIPPET_NOT_RELEVANT b'1617333'
ACTION SNIPPET 10000 6230 SEEN_PREVIOUSLY b'1789645'
