ACTION QUERY 10000 10 Airport Security
ACTION SNIPPET 10000 5035 SEEN_PREVIOUSLY b'f989150e-f2f5-11e2-ae43-b31dc363c3bf'
ACTION SNIPPET 10000 5038 SEEN_PREVIOUSLY b'1ad9d0f2-054e-11e4-a0dd-f2b22a257353'
ACTION SNIPPET 10000 5041 SNIPPET_NOT_RELEVANT b'89fd372971178fd9e096432b8a6fac51'
ACTION SNIPPET 10000 5044 SNIPPET_NOT_RELEVANT b'e5e38900afcaa621bcbba09005c49a65'
ACTION SNIPPET 10000 5047 SEEN_PREVIOUSLY b'befaf098-fdb9-11e5-80e4-c381214de1a3'
ACTION SNIPPET 10000 5050 SNIPPET_RELEVANT b'f9c3f29cca522217a66ea8379454c20e'
ACTION DOC 10000 5070 EXAMINING_DOCUMENT b'f9c3f29cca522217a66ea8379454c20e'
ACTION MARK 10000 5073 CONSIDERED_RELEVANT b'f9c3f29cca522217a66ea8379454c20e'
ACTION SNIPPET 10000 5076 SNIPPET_RELEVANT b'152e64a4-4437-11e6-88d0-6adee48be8bc'
ACTION DOC 10000 5096 EXAMINING_DOCUMENT b'152e64a4-4437-11e6-88d0-6adee48be8bc'
ACTION MARK 10000 5099 CONSIDERED_RELEVANT b'152e64a4-4437-11e6-88d0-6adee48be8bc'
ACTION SNIPPET 10000 5102 SEEN_PREVIOUSLY b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 5105 SNIPPET_RELEVANT b'45c17daade84edc602dc921e640beb40'
ACTION DOC 10000 5125 EXAMINING_DOCUMENT b'45c17daade84edc602dc921e640beb40'
ACTION MARK 10000 5128 CONSIDERED_RELEVANT b'45c17daade84edc602dc921e640beb40'
ACTION SNIPPET 10000 5131 SEEN_PREVIOUSLY b'99adc1bc-10af-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 5134 SEEN_PREVIOUSLY b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION SNIPPET 10000 5137 SEEN_PREVIOUSLY b'4be010428ba9bb4b23b7244bfc4192b8'
ACTION SNIPPET 10000 5140 SEEN_PREVIOUSLY b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 5143 SEEN_PREVIOUSLY b'04c1ce95481223321c8a6f02d662f6f1'
ACTION SNIPPET 10000 5146 SEEN_PREVIOUSLY b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 5149 SNIPPET_NOT_RELEVANT b'712b7dff7088acba6dfa6f452da42fac'
ACTION SNIPPET 10000 5152 SNIPPET_NOT_RELEVANT b'be34b036-2e11-47fd-9fb0-e0acaa84ddc3'
ACTION SNIPPET 10000 5155 SNIPPET_NOT_RELEVANT b'efd31c03aff50cbcb2828d06da6a0ae3'
ACTION SNIPPET 10000 5158 SNIPPET_NOT_RELEVANT b'1d949bc19d41d1c07226f6104847a68b'
ACTION SNIPPET 10000 5161 SNIPPET_NOT_RELEVANT b'd9f8284c-f17d-11e3-9ebc-2ee6f81ed217'
ACTION SNIPPET 10000 5164 SNIPPET_NOT_RELEVANT b'8933203610df65783ac2422eebdce394'
ACTION SNIPPET 10000 5167 SEEN_PREVIOUSLY b'698680e5d7ccc567f41769abd6464b5a'
ACTION SNIPPET 10000 5170 SNIPPET_NOT_RELEVANT b'5ffb3b69b42ec990aedecc9fc96641b8'
ACTION SNIPPET 10000 5173 SEEN_PREVIOUSLY b'e4a41a57b407b7e308f46ec31863a5a4'
ACTION SNIPPET 10000 5176 SNIPPET_NOT_RELEVANT b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 5179 SNIPPET_NOT_RELEVANT b'cc2ae606f257c604ea083fba3eabe027'
ACTION QUERY 10000 5189 What are the potential threats to airport security?
ACTION SERP 10000 5194 EXAMINE_SERP
ACTION SNIPPET 10000 5197 SNIPPET_NOT_RELEVANT b'ea3e400e-1ae8-11e3-80ac-96205cacb45a'
ACTION SNIPPET 10000 5200 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 5203 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 5206 SNIPPET_NOT_RELEVANT b'6b59ddc8-21a3-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 5209 SEEN_PREVIOUSLY b'3fda8b02e50d14fafef10f318e1220cb'
ACTION SNIPPET 10000 5212 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 5215 SNIPPET_NOT_RELEVANT b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 5218 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 5221 SEEN_PREVIOUSLY b'3109a76082f03c08b1fd47bb47a451f9'
ACTION SNIPPET 10000 5224 SNIPPET_NOT_RELEVANT b'806be4be-55eb-11e7-ba90-f5875b7d1876'
ACTION SNIPPET 10000 5227 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 5230 SNIPPET_NOT_RELEVANT b'9527130a07373f5ecf72a537fbe082bc'
ACTION SNIPPET 10000 5233 SNIPPET_NOT_RELEVANT b'9dc73f121829dc1ba29110f27c47ff29'
ACTION SNIPPET 10000 5236 SNIPPET_NOT_RELEVANT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 5239 SNIPPET_NOT_RELEVANT b'9c92d36e-e73c-11e6-bae0-9af981cb61ef'
ACTION QUERY 10000 5249 What is the role of technology in airport security?
ACTION SERP 10000 5254 EXAMINE_SERP
ACTION SNIPPET 10000 5257 SNIPPET_NOT_RELEVANT b'7bd96775ed2505449f1025335cd6dba7'
ACTION SNIPPET 10000 5260 SNIPPET_NOT_RELEVANT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION SNIPPET 10000 5263 SEEN_PREVIOUSLY b'0afdf388-30c2-11e1-b034-d347de95dcfe'
ACTION SNIPPET 10000 5266 SNIPPET_NOT_RELEVANT b'c79b3da6-6f1a-11e2-8b8d-e0b59a1b8e2a'
ACTION SNIPPET 10000 5269 SNIPPET_NOT_RELEVANT b'3dabab9a-5d64-11e5-b38e-06883aacba64'
ACTION SNIPPET 10000 5272 SNIPPET_NOT_RELEVANT b'75b2727c-4de4-11e2-950a-7863a013264b'
ACTION SNIPPET 10000 5275 SNIPPET_NOT_RELEVANT b'f52deaeee008d3794df2d24d258a95ca'
ACTION SNIPPET 10000 5278 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 5281 SNIPPET_NOT_RELEVANT b'd619912a-5715-11e1-8fb4-e176e27720b6'
ACTION SNIPPET 10000 5284 SNIPPET_NOT_RELEVANT b'bf52c568-a5ea-11e2-8302-3c7e0ea97057'
ACTION SNIPPET 10000 5287 SNIPPET_NOT_RELEVANT b'df02e9825714bcaae23f1fc41a21573a'
ACTION SNIPPET 10000 5290 SEEN_PREVIOUSLY b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 5293 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 5296 SNIPPET_NOT_RELEVANT b'f5a5cd2c3ef20d0550a3dd623702d23d'
ACTION SNIPPET 10000 5299 SEEN_PREVIOUSLY b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION QUERY 10000 5309 How did 9/11 change the airport security system?
ACTION SERP 10000 5314 EXAMINE_SERP
ACTION SNIPPET 10000 5317 SNIPPET_NOT_RELEVANT b'53a58a181c320522aad70170fe30679b'
ACTION SNIPPET 10000 5320 SNIPPET_NOT_RELEVANT b'5a5ebd78a6e00436ec199c2091de7122'
ACTION SNIPPET 10000 5323 SNIPPET_NOT_RELEVANT b'eb236ad886750e67064c1b214dc5390b'
ACTION SNIPPET 10000 5326 SNIPPET_NOT_RELEVANT b'8ca8e8fea866a330d43dbb05e2959c5f'
ACTION SNIPPET 10000 5329 SNIPPET_NOT_RELEVANT b'34fc609ac8b02e5c7a465205024f23f5'
ACTION SNIPPET 10000 5332 SNIPPET_NOT_RELEVANT b'9240fc64-feb2-11e1-a31e-804fccb658f9'
ACTION SNIPPET 10000 5335 SNIPPET_NOT_RELEVANT b'1f58dffc4c4e0541bc344cc5ab247318'
ACTION SNIPPET 10000 5338 SNIPPET_NOT_RELEVANT b'1fa89388-2450-11e2-ba29-238a6ac36a08'
ACTION SNIPPET 10000 5341 SNIPPET_NOT_RELEVANT b'94c64d88-d115-11e1-a2ec-7d5ab0136ccb'
ACTION SNIPPET 10000 5344 SNIPPET_NOT_RELEVANT b'cbea70aa-2e0b-11e4-bb9b-997ae96fad33'
ACTION SNIPPET 10000 5347 SNIPPET_NOT_RELEVANT b'ead38832-f2d8-11e1-adc6-87dfa8eff430'
ACTION SNIPPET 10000 5350 SNIPPET_NOT_RELEVANT b'c110616e-a108-11e5-a3c5-c77f2cc5a43c'
ACTION SNIPPET 10000 5353 SEEN_PREVIOUSLY b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 5356 SNIPPET_NOT_RELEVANT b'2e2186406f1c2a2cc94b60af3c291191'
ACTION SNIPPET 10000 5359 SNIPPET_NOT_RELEVANT b'0f1c46b803bc32ccc4d5d439a236ce6c'
ACTION QUERY 10000 5369 How do airport authorities respond to security threats?
ACTION SERP 10000 5374 EXAMINE_SERP
ACTION SNIPPET 10000 5377 SNIPPET_NOT_RELEVANT b'9c92d36e-e73c-11e6-bae0-9af981cb61ef'
ACTION SNIPPET 10000 5380 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 5383 SNIPPET_NOT_RELEVANT b'aba4fc8c24fc4f75fb541f9f70893bd6'
ACTION SNIPPET 10000 5386 SNIPPET_NOT_RELEVANT b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 5389 SNIPPET_NOT_RELEVANT b'e8b396d2774dff51cf163539e235176e'
ACTION SNIPPET 10000 5392 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 5395 SNIPPET_NOT_RELEVANT b'ed60fe5366481fdf69bef10b71c2ba09'
ACTION SNIPPET 10000 5398 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 5401 SEEN_PREVIOUSLY b'0bf6de6987f7f5d6ef2169c265e6f808'
ACTION SNIPPET 10000 5404 SNIPPET_NOT_RELEVANT b'e83f96f14c9fc2ca09c64a65a9c8cd1b'
ACTION SNIPPET 10000 5407 SEEN_PREVIOUSLY b'aed3d7417629c12680a0f82ec2399b0e'
ACTION SNIPPET 10000 5410 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 5413 SNIPPET_NOT_RELEVANT b'7d20ad5c312662be6439da64612a8106'
ACTION SNIPPET 10000 5416 SNIPPET_NOT_RELEVANT b'f2ef9caa-a4d7-11e4-a2b2-776095f393b2'
ACTION SNIPPET 10000 5419 SNIPPET_NOT_RELEVANT b'a63438dc-b5e3-11e3-b899-20667de76985'
ACTION QUERY 10000 5429 What are the strategies for airport security?
ACTION SERP 10000 5434 EXAMINE_SERP
ACTION SNIPPET 10000 5437 SNIPPET_NOT_RELEVANT b'6f15b2ea-4fd0-11e4-877c-335b53ffe736'
ACTION SNIPPET 10000 5440 SNIPPET_NOT_RELEVANT b'910e23e8-48b3-11e3-a196-3544a03c2351'
ACTION SNIPPET 10000 5443 SNIPPET_NOT_RELEVANT b'94338494-9bc2-11e2-9bda-edd1a7fb557d'
ACTION SNIPPET 10000 5446 SEEN_PREVIOUSLY b'd9439bb1b235ce43080e0d03ad793319'
ACTION SNIPPET 10000 5449 SNIPPET_NOT_RELEVANT b'3c9c5b98-7def-11e7-9d08-b79f191668ed'
ACTION SNIPPET 10000 5452 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 5455 SNIPPET_NOT_RELEVANT b'851aab716406af79167c0c8bc0387c98'
ACTION SNIPPET 10000 5458 SNIPPET_NOT_RELEVANT b'b3a34237f90c73c2c53e8d87b65ab658'
ACTION SNIPPET 10000 5461 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 5464 SNIPPET_NOT_RELEVANT b'e97be84c-3699-11e4-9c9f-ebb47272e40e'
ACTION SNIPPET 10000 5467 SNIPPET_NOT_RELEVANT b'4548a52f5a51bd152b8bceb8c3b8aea6'
ACTION SNIPPET 10000 5470 SNIPPET_NOT_RELEVANT b'bbd1be5f9dd0774104e49dd1bc79d540'
ACTION SNIPPET 10000 5473 SNIPPET_NOT_RELEVANT b'7dcafe2c6cd0268722c6bac26cabdbbe'
ACTION SNIPPET 10000 5476 SNIPPET_NOT_RELEVANT b'182a9ce8-fa18-11e2-9bde-7ddaa186b751'
ACTION SNIPPET 10000 5479 SNIPPET_NOT_RELEVANT b'acfbddb2-1e9d-11e6-b6e0-c53b7ef63b45'
ACTION QUERY 10000 5489 What are the current trends in airport security?
ACTION SERP 10000 5494 EXAMINE_SERP
ACTION SNIPPET 10000 5497 SNIPPET_NOT_RELEVANT b'3454ef98-774f-11e5-bc80-9091021aeb69'
ACTION SNIPPET 10000 5500 SEEN_PREVIOUSLY b'698680e5d7ccc567f41769abd6464b5a'
ACTION SNIPPET 10000 5503 SNIPPET_NOT_RELEVANT b'4159f34e8e10ba92d0ae59755308979c'
ACTION SNIPPET 10000 5506 SNIPPET_NOT_RELEVANT b'a76163b6-48a5-11e3-bf0c-cebf37c6f484'
ACTION SNIPPET 10000 5509 SNIPPET_NOT_RELEVANT b'd50271a2-66da-11e5-9ef3-fde182507eac'
ACTION SNIPPET 10000 5512 SNIPPET_NOT_RELEVANT b'89fd372971178fd9e096432b8a6fac51'
ACTION SNIPPET 10000 5515 SEEN_PREVIOUSLY b'f9c3f29cca522217a66ea8379454c20e'
ACTION SNIPPET 10000 5518 SEEN_PREVIOUSLY b'45c17daade84edc602dc921e640beb40'
ACTION SNIPPET 10000 5521 SNIPPET_NOT_RELEVANT b'b3a34237f90c73c2c53e8d87b65ab658'
ACTION SNIPPET 10000 5524 SNIPPET_NOT_RELEVANT b'46614dbc35845145d9a572bf2630110f'
ACTION SNIPPET 10000 5527 SNIPPET_NOT_RELEVANT b'c7dbc69e209e1b905e213b17960e2b7e'
ACTION SNIPPET 10000 5530 SNIPPET_NOT_RELEVANT b'fa578eceb75b144d1238f9fbef67d9a4'
ACTION SNIPPET 10000 5533 SNIPPET_NOT_RELEVANT b'd34bd455a672fffb043e6f9cc111d767'
ACTION SNIPPET 10000 5536 SNIPPET_NOT_RELEVANT b'1ee1bb0c7a81aaec050e1a79f1aac0b1'
ACTION SNIPPET 10000 5539 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION QUERY 10000 5549 How do airports prevent identity theft?
ACTION SERP 10000 5554 EXAMINE_SERP
ACTION SNIPPET 10000 5557 SNIPPET_NOT_RELEVANT b'cdf7b5d2-82d1-11e3-9dd4-e7278db80d86'
ACTION SNIPPET 10000 5560 SNIPPET_NOT_RELEVANT b'7cd3bd42-b4f2-11e3-8cb6-284052554d74'
ACTION SNIPPET 10000 5563 SNIPPET_NOT_RELEVANT b'4a387f00ebc3f6ba25f06582182785f2'
ACTION SNIPPET 10000 5566 SNIPPET_NOT_RELEVANT b'45bd4a06bb372f87a273db1b39d4fe3d'
ACTION SNIPPET 10000 5569 SNIPPET_NOT_RELEVANT b'7129e882-51ca-11e1-bd4f-8a7d53f6d6c2'
ACTION SNIPPET 10000 5572 SNIPPET_NOT_RELEVANT b'1bb60e169b19a85d3d45391aa6b155a4'
ACTION SNIPPET 10000 5575 SNIPPET_NOT_RELEVANT b'07cb90ca-9599-11e2-bc8a-934ce979aa74'
ACTION SNIPPET 10000 5578 SNIPPET_NOT_RELEVANT b'2ab22818a5e554dfd856d14ce77641c9'
ACTION SNIPPET 10000 5581 SNIPPET_NOT_RELEVANT b'14a6dc7c-c1ee-11e4-9ec2-b418f57a4a99'
ACTION SNIPPET 10000 5584 SNIPPET_NOT_RELEVANT b'83ec93294e99132e1567f1c993700970'
ACTION SNIPPET 10000 5587 SNIPPET_NOT_RELEVANT b'fdfc8de0d2eec8a1413fb2d22321baba'
ACTION SNIPPET 10000 5590 SNIPPET_NOT_RELEVANT b'8644ca3c-62f2-11e1-8b9e-79a80c7cc414'
ACTION SNIPPET 10000 5593 SNIPPET_NOT_RELEVANT b'f9ed6da8aa9b2c9c33e3147860c1027c'
ACTION SNIPPET 10000 5596 SNIPPET_NOT_RELEVANT b'27fed7a6-7e25-11e3-9556-4a4bf7bcbd84'
ACTION SNIPPET 10000 5599 SNIPPET_NOT_RELEVANT b'043534da-71bb-11e3-8b3f-b1666705ca3b'
ACTION QUERY 10000 5609 What is the impact of airport security on the economy?
ACTION SERP 10000 5614 EXAMINE_SERP
ACTION SNIPPET 10000 5617 SNIPPET_NOT_RELEVANT b'2801c2ade990b342412c8a3c4dfbc24e'
ACTION SNIPPET 10000 5620 SNIPPET_NOT_RELEVANT b'276d5d0c-1572-11e7-ada0-1489b735b3a3'
ACTION SNIPPET 10000 5623 SNIPPET_NOT_RELEVANT b'a4d1b0b0-7d17-11e2-9a75-dab0201670da'
ACTION SNIPPET 10000 5626 SNIPPET_NOT_RELEVANT b'bc294b2c-744b-11e6-9781-49e591781754'
ACTION SNIPPET 10000 5629 SNIPPET_NOT_RELEVANT b'bb38f75cbd09c0183d76fe4990eb67d2'
ACTION SNIPPET 10000 5632 SNIPPET_NOT_RELEVANT b'b033e88d8ed24a9e81947b46ce998610'
ACTION SNIPPET 10000 5635 SNIPPET_NOT_RELEVANT b'98360cbe5a589cd75f51b2fd2116062e'
ACTION SNIPPET 10000 5638 SNIPPET_NOT_RELEVANT b'30a3879ec408d88836ca40a219e2ca06'
ACTION SNIPPET 10000 5641 SNIPPET_NOT_RELEVANT b'2bd1b1fc0ee17ec5f19f87aebd189a34'
ACTION SNIPPET 10000 5644 SNIPPET_NOT_RELEVANT b'ce85eacca345ada5ac9c1bfb63f832b4'
ACTION SNIPPET 10000 5647 SNIPPET_NOT_RELEVANT b'd9f66c24-9629-11e2-894a-b984cbdff2e6'
ACTION SNIPPET 10000 5650 SNIPPET_NOT_RELEVANT b'c7a58eeddf8fd18f05bc3a5ca64cea6d'
ACTION SNIPPET 10000 5653 SNIPPET_NOT_RELEVANT b'229bac7c-ab3e-11e2-b6fd-ba6f5f26d70e'
ACTION SNIPPET 10000 5656 SNIPPET_NOT_RELEVANT b'42b478c6-8afd-11e5-be39-0034bb576eee'
ACTION SNIPPET 10000 5659 SNIPPET_NOT_RELEVANT b'95b813dd192f201f615bfaad2e542d40'
ACTION QUERY 10000 5669 How do airports balance security and convenience?
ACTION SERP 10000 5674 EXAMINE_SERP
ACTION SNIPPET 10000 5677 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 5680 SNIPPET_NOT_RELEVANT b'25a73d90-3c96-11e6-9e16-4cf01a41decb'
ACTION SNIPPET 10000 5683 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 5686 SNIPPET_NOT_RELEVANT b'e2f512caca38a327f59733036026ef27'
ACTION SNIPPET 10000 5689 SEEN_PREVIOUSLY b'615ccdbe-1860-11e6-924d-838753295f9a'
ACTION SNIPPET 10000 5692 SEEN_PREVIOUSLY b'9f1e6f89c31d5ee87024f6734ddb67eb'
ACTION SNIPPET 10000 5695 SNIPPET_NOT_RELEVANT b'2e163e3017dfb88235ff1f8ad4c71f0c'
ACTION SNIPPET 10000 5698 SNIPPET_NOT_RELEVANT b'0e0ab4d417c47be8b422cc618b2d1807'
ACTION SNIPPET 10000 5701 SNIPPET_NOT_RELEVANT b'4b0574ae18e591c5343296313b5cb875'
ACTION SNIPPET 10000 5704 SNIPPET_NOT_RELEVANT b'dc6f9d3b68823208d14b3f4aa1bcdf12'
ACTION SNIPPET 10000 5707 SNIPPET_NOT_RELEVANT b'3bfbca3c-1ed3-11e7-a0a7-8b2a45e3dc84'
ACTION SNIPPET 10000 5710 SNIPPET_NOT_RELEVANT b'92a67cb2-87ec-11e5-be8b-1ae2e4f50f76'
ACTION SNIPPET 10000 5713 SNIPPET_NOT_RELEVANT b'f5a5cd2c3ef20d0550a3dd623702d23d'
ACTION SNIPPET 10000 5716 SNIPPET_NOT_RELEVANT b'a138b524-43a3-11e6-a76d-3550dba926ac'
ACTION SNIPPET 10000 5719 SNIPPET_NOT_RELEVANT b'6be2f768-6ed6-11e2-ac36-3d8d9dcaa2e2'
ACTION QUERY 10000 5729 What is the role of intelligence in airport security?
ACTION SERP 10000 5734 EXAMINE_SERP
ACTION SNIPPET 10000 5737 SNIPPET_NOT_RELEVANT b'b7c4c3ac-2146-11e6-8690-f14ca9de2972'
ACTION SNIPPET 10000 5740 SNIPPET_NOT_RELEVANT b'3c9c5b98-7def-11e7-9d08-b79f191668ed'
ACTION SNIPPET 10000 5743 SNIPPET_NOT_RELEVANT b'1f066a0642d1665d1852c28aa13dea2c'
ACTION SNIPPET 10000 5746 SEEN_PREVIOUSLY b'7e0596fc-0a07-11e5-95fd-d580f1c5d44e'
ACTION SNIPPET 10000 5749 SEEN_PREVIOUSLY b'a45bbc98-2ca5-11e6-9de3-6e6e7a14000c'
ACTION SNIPPET 10000 5752 SNIPPET_NOT_RELEVANT b'adc350c4f0fc440330f58c2b2d1c47ef'
ACTION SNIPPET 10000 5755 SEEN_PREVIOUSLY b'a49d06ba-8f88-11e3-84e1-27626c5ef5fb'
ACTION SNIPPET 10000 5758 SEEN_PREVIOUSLY b'1ad9d0f2-054e-11e4-a0dd-f2b22a257353'
ACTION SNIPPET 10000 5761 SNIPPET_NOT_RELEVANT b'482ed90c-46dd-11e2-8061-253bccfc7532'
ACTION SNIPPET 10000 5764 SNIPPET_NOT_RELEVANT b'c93a4f96-246d-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 5767 SNIPPET_NOT_RELEVANT b'45ab066c-826f-11e5-8bd2-680fff868306'
ACTION SNIPPET 10000 5770 SNIPPET_NOT_RELEVANT b'5eeaedce-fab1-11e2-9bde-7ddaa186b751'
ACTION SNIPPET 10000 5773 SNIPPET_NOT_RELEVANT b'75dcb090-fd9b-11e5-80e4-c381214de1a3'
ACTION SNIPPET 10000 5776 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 5779 SNIPPET_NOT_RELEVANT b'23cf21704c393cfda1cdccf5b3790ddc'
ACTION QUERY 10000 5789 What are the ethical implications of airport security measures?
ACTION SERP 10000 5794 EXAMINE_SERP
ACTION SNIPPET 10000 5797 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 5800 SNIPPET_NOT_RELEVANT b'02083c8af1284bedbb6938e4ce464f65'
ACTION SNIPPET 10000 5803 SNIPPET_NOT_RELEVANT b'6c949338-251b-11e2-9313-3c7f59038d93'
ACTION SNIPPET 10000 5806 SNIPPET_NOT_RELEVANT b'51bddf0e01cac190a9cb46580edb3fb2'
ACTION SNIPPET 10000 5809 SNIPPET_NOT_RELEVANT b'b58d629a-776f-11e1-8ca7-e7ce935c8941'
ACTION SNIPPET 10000 5812 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 5815 SNIPPET_NOT_RELEVANT b'aed5162d6a923d28558f78be22b279b0'
ACTION SNIPPET 10000 5818 SNIPPET_NOT_RELEVANT b'8ca6bd0e-fc3f-11e1-a31e-804fccb658f9'
ACTION SNIPPET 10000 5821 SNIPPET_NOT_RELEVANT b'5a8ce074-04e9-11e3-9259-e2aafe5a5f84'
ACTION SNIPPET 10000 5824 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 5827 SNIPPET_NOT_RELEVANT b'b5880c7a-b98f-11e1-8867-ecf6cb7935ef'
ACTION SNIPPET 10000 5830 SNIPPET_NOT_RELEVANT b'81b769c9d82da0510f11c6d5729ae942'
ACTION SNIPPET 10000 5833 SNIPPET_NOT_RELEVANT b'2a9992e4-fadc-11e6-9845-576c69081518'
ACTION SNIPPET 10000 5836 SEEN_PREVIOUSLY b'3a3d23be8e51f34403d256a44d87cdf4'
ACTION SNIPPET 10000 5839 SNIPPET_NOT_RELEVANT b'f7a72116-1ca1-11e7-9887-1a5314b56a08'
ACTION QUERY 10000 5849 How do airport security measures comply with international laws and regulations?
ACTION SERP 10000 5854 EXAMINE_SERP
ACTION SNIPPET 10000 5857 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 5860 SEEN_PREVIOUSLY b'04c1ce95481223321c8a6f02d662f6f1'
ACTION SNIPPET 10000 5863 SEEN_PREVIOUSLY b'a01814b6-0599-11e6-b283-e79d81c63c1b'
ACTION SNIPPET 10000 5866 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 5869 SNIPPET_NOT_RELEVANT b'8f020fcd7fde107e9f2296d1806902bd'
ACTION SNIPPET 10000 5872 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 5875 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 5878 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 5881 SNIPPET_NOT_RELEVANT b'b8ff85a0d1f0d67f3e1b7230329beac9'
ACTION SNIPPET 10000 5884 SNIPPET_NOT_RELEVANT b'b853385c-3e56-11e2-bca3-aadc9b7e29c5'
ACTION SNIPPET 10000 5887 SNIPPET_NOT_RELEVANT b'f10aef32-e8de-11e6-80c2-30e57e57e05d'
ACTION SNIPPET 10000 5890 SNIPPET_NOT_RELEVANT b'edc64f1a-f463-11e2-aa2e-4088616498b4'
ACTION SNIPPET 10000 5893 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 5896 SNIPPET_NOT_RELEVANT b'4ffe900a-e620-11e6-b82f-687d6e6a3e7c'
ACTION SNIPPET 10000 5899 SNIPPET_NOT_RELEVANT b'e0c57b80-43b3-11e2-8061-253bccfc7532'
ACTION QUERY 10000 5909 How do airports ensure the safety of cargo?
ACTION SERP 10000 5914 EXAMINE_SERP
ACTION SNIPPET 10000 5917 SNIPPET_NOT_RELEVANT b'08774984cc77f5c7a9d33618e75149c7'
ACTION SNIPPET 10000 5920 SNIPPET_NOT_RELEVANT b'3918d6b5b8403bba17f1deab2f277480'
ACTION SNIPPET 10000 5923 SNIPPET_NOT_RELEVANT b'd41add54-b232-11e4-886b-c22184f27c35'
ACTION SNIPPET 10000 5926 SNIPPET_RELEVANT b'2f83cddc-2b2c-11e5-bd33-395c05608059'
ACTION DOC 10000 5946 EXAMINING_DOCUMENT b'2f83cddc-2b2c-11e5-bd33-395c05608059'
ACTION MARK 10000 5949 CONSIDERED_RELEVANT b'2f83cddc-2b2c-11e5-bd33-395c05608059'
